h3_cell,CreationDate,when_did_you_lose_water,when_did_you_regain_water,to_what_extent_did_you_lose_wat
892a8d9132fffff,2025-01-08T23:24:58+00:00,2025-01-07T13:00:00+00:00,,Fully lost water
892aab64b4fffff,2025-01-08T23:26:10+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d985d7ffff,2025-01-08T23:27:25+00:00,2025-01-07T06:26:00+00:00,2025-01-08T12:00:00+00:00,Fully lost water
892a8d9ac57ffff,2025-01-08T23:27:37+00:00,2025-01-07T11:00:00+00:00,2025-01-08T08:00:00+00:00,Fully lost water
892a8d9b5afffff,2025-01-08T23:27:44+00:00,2025-01-06T23:27:00+00:00,,Fully lost water
892a8d9ac73ffff,2025-01-08T23:28:21+00:00,2025-01-08T02:30:00+00:00,2025-01-08T13:00:00+00:00,Water pressure was reduced
892a8d9a2d7ffff,2025-01-08T23:28:28+00:00,2025-01-06T20:55:00+00:00,,Fully lost water
892a8d9849bffff,2025-01-08T23:28:58+00:00,2025-01-06T20:30:00+00:00,,Fully lost water
892a8d9b187ffff,2025-01-08T23:29:06+00:00,2025-01-06T23:28:00+00:00,2025-01-08T23:28:00+00:00,Fully lost water
892a8d9a22bffff,2025-01-08T23:29:09+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d9ae0fffff,2025-01-08T23:29:24+00:00,,,"Not at all, flow was normal"
892aab64b63ffff,2025-01-08T23:29:28+00:00,2025-01-07T09:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9aac3ffff,2025-01-08T23:29:29+00:00,2025-01-07T15:00:00+00:00,2025-01-08T14:00:00+00:00,Water pressure was reduced
892a8d9a2a7ffff,2025-01-08T23:29:52+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d98543ffff,2025-01-08T23:31:04+00:00,2025-01-06T23:00:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892aab6ed6fffff,2025-01-08T23:31:13+00:00,,,"Not at all, flow was normal"
892a8d9a3dbffff,2025-01-08T23:31:22+00:00,2025-01-06T21:30:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9a5c7ffff,2025-01-08T23:32:17+00:00,2025-01-06T21:30:00+00:00,2025-01-08T22:30:00+00:00,Water pressure was reduced
892a8d9a2cbffff,2025-01-08T23:32:33+00:00,2025-01-06T23:32:00+00:00,,Fully lost water
892a8d9a087ffff,2025-01-08T23:32:48+00:00,2025-01-07T01:00:00+00:00,2025-01-08T23:32:00+00:00,Down to just a trickle
892a8d9a393ffff,2025-01-08T23:33:50+00:00,2025-01-06T22:30:00+00:00,,Fully lost water
892a8d9accbffff,2025-01-08T23:34:31+00:00,,,"Not at all, flow was normal"
892a8d9a257ffff,2025-01-08T23:35:22+00:00,2025-01-06T20:45:00+00:00,,Fully lost water
892a8d9ae73ffff,2025-01-08T23:35:56+00:00,2025-01-07T03:00:00+00:00,,Fully lost water
892a8d9a04fffff,2025-01-08T23:36:04+00:00,,,Fully lost water
892a8d9a3d3ffff,2025-01-08T23:36:35+00:00,2025-01-06T18:33:00+00:00,,Fully lost water
892a8d9a3cfffff,2025-01-08T23:36:55+00:00,2025-01-06T23:33:00+00:00,,Fully lost water
892a8d9a3d3ffff,2025-01-08T23:36:55+00:00,2025-01-06T18:33:00+00:00,,Fully lost water
892a8d9a34bffff,2025-01-08T23:37:06+00:00,2025-01-06T21:00:00+00:00,2025-01-08T23:37:00+00:00,Fully lost water
892a8d9a263ffff,2025-01-08T23:37:14+00:00,2025-01-06T19:35:00+00:00,2025-01-08T23:35:00+00:00,Fully lost water
892a8d9a21bffff,2025-01-08T23:37:17+00:00,2025-01-06T23:35:00+00:00,2025-01-08T16:45:00+00:00,Fully lost water
892a8d9a243ffff,2025-01-08T23:37:41+00:00,2025-01-06T19:30:00+00:00,,Fully lost water
892a8d9aeabffff,2025-01-08T23:38:05+00:00,2025-01-06T23:37:00+00:00,2025-01-08T23:37:00+00:00,Water pressure was reduced
892aab64b6fffff,2025-01-08T23:38:16+00:00,2025-01-06T22:37:00+00:00,2025-01-08T23:38:00+00:00,Fully lost water
892a8d9165bffff,2025-01-08T23:39:19+00:00,2025-01-07T13:00:00+00:00,,Water pressure was reduced
892a8d9a35bffff,2025-01-08T23:39:24+00:00,2025-01-06T21:00:00+00:00,,Fully lost water
892a8d9a693ffff,2025-01-08T23:39:24+00:00,2025-01-06T21:00:00+00:00,,Fully lost water
892a8d9860fffff,2025-01-08T23:39:57+00:00,2025-01-06T22:39:00+00:00,2025-01-08T23:39:00+00:00,Water pressure was reduced
892a8d9a22bffff,2025-01-08T23:40:05+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d9144fffff,2025-01-08T23:40:24+00:00,2025-01-07T05:39:00+00:00,,Fully lost water
892a8d9a28bffff,2025-01-08T23:40:48+00:00,2025-01-07T00:45:00+00:00,,Fully lost water
892a8d9a2a7ffff,2025-01-08T23:40:50+00:00,2025-01-06T19:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9ac43ffff,2025-01-08T23:41:01+00:00,2025-01-07T23:40:00+00:00,2025-01-08T23:40:00+00:00,Water pressure was reduced
892a8d9a28bffff,2025-01-08T23:42:04+00:00,2025-01-06T22:00:00+00:00,,Fully lost water
892a8d9a02fffff,2025-01-08T23:42:10+00:00,2025-01-06T21:30:00+00:00,,Water pressure was reduced
892a8d9ad1bffff,2025-01-08T23:42:14+00:00,2025-01-06T22:00:00+00:00,,Down to just a trickle
892a8d9a2dbffff,2025-01-08T23:42:27+00:00,2025-01-06T21:20:00+00:00,,Down to just a trickle
892a8d9126fffff,2025-01-08T23:42:29+00:00,2025-01-06T22:30:00+00:00,2025-01-08T20:42:00+00:00,Fully lost water
892a8d9a22fffff,2025-01-08T23:42:55+00:00,2025-01-06T21:00:00+00:00,,Fully lost water
892a8d9b183ffff,2025-01-08T23:42:56+00:00,2025-01-06T21:00:00+00:00,2025-01-08T12:41:00+00:00,Fully lost water
892a8d9aa83ffff,2025-01-08T23:43:20+00:00,2025-01-06T20:30:00+00:00,,Fully lost water
892a8d9a407ffff,2025-01-08T23:43:47+00:00,2025-01-06T21:30:00+00:00,2025-01-08T23:42:00+00:00,Fully lost water
892a8d9a353ffff,2025-01-08T23:43:51+00:00,2025-01-06T19:45:00+00:00,,Fully lost water
892a8d9a213ffff,2025-01-08T23:44:00+00:00,2025-01-06T22:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9a257ffff,2025-01-08T23:44:13+00:00,2025-01-06T23:43:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d98537ffff,2025-01-08T23:44:27+00:00,2025-01-07T23:43:00+00:00,,Down to just a trickle
892a8d9a227ffff,2025-01-08T23:44:38+00:00,2025-01-06T21:30:00+00:00,2025-01-08T20:30:00+00:00,Fully lost water
892a8d9a6d3ffff,2025-01-08T23:45:27+00:00,2025-01-06T23:44:00+00:00,,Fully lost water
892a8d98c6bffff,2025-01-08T23:45:40+00:00,2025-01-06T20:00:00+00:00,2025-01-08T20:45:00+00:00,Down to just a trickle
892a8d9a257ffff,2025-01-08T23:46:56+00:00,2025-01-06T23:46:00+00:00,,Fully lost water
892a8d9a667ffff,2025-01-08T23:47:01+00:00,2025-01-06T21:30:00+00:00,,Fully lost water
892a8d9a22fffff,2025-01-08T23:47:24+00:00,2025-01-06T21:30:00+00:00,,Fully lost water
892a8d985d7ffff,2025-01-08T23:47:57+00:00,2025-01-07T03:00:00+00:00,2025-01-08T19:00:00+00:00,Fully lost water
892aab65903ffff,2025-01-08T23:48:45+00:00,2025-01-06T23:00:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9a237ffff,2025-01-08T23:49:06+00:00,2025-01-06T23:00:00+00:00,,Fully lost water
892a8d9364bffff,2025-01-08T23:49:22+00:00,,,"Not at all, flow was normal"
892a8d9a38bffff,2025-01-08T23:50:34+00:00,2025-01-06T22:00:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9a3c7ffff,2025-01-08T23:51:00+00:00,2025-01-06T20:45:00+00:00,2025-01-08T21:45:00+00:00,Fully lost water
892a8d9a213ffff,2025-01-08T23:51:32+00:00,2025-01-06T21:49:00+00:00,2025-01-08T21:49:00+00:00,Fully lost water
892a8d9a58bffff,2025-01-08T23:53:00+00:00,2025-01-07T21:00:00+00:00,2025-01-08T15:42:00+00:00,Fully lost water
892a8d983c7ffff,2025-01-08T23:53:33+00:00,2025-01-07T07:00:00+00:00,2025-01-08T00:00:00+00:00,Fully lost water
892a8d910cbffff,2025-01-08T23:53:43+00:00,2025-01-06T23:52:00+00:00,2025-01-10T23:52:00+00:00,Fully lost water
892a8d9a2dbffff,2025-01-08T23:53:52+00:00,2025-01-06T20:50:00+00:00,,Fully lost water
892a8d9a233ffff,2025-01-08T23:54:46+00:00,2025-01-06T21:15:00+00:00,2025-01-08T20:53:00+00:00,Fully lost water
892a8d9a14bffff,2025-01-08T23:56:15+00:00,2025-01-06T23:56:00+00:00,,Fully lost water
892a8d9a39bffff,2025-01-08T23:56:30+00:00,2025-01-06T23:55:00+00:00,,Fully lost water
892a8d9ac1bffff,2025-01-08T23:56:48+00:00,2025-01-07T21:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9ae73ffff,2025-01-08T23:57:05+00:00,2025-01-07T04:20:00+00:00,,Fully lost water
892a8d9a10fffff,2025-01-08T23:57:11+00:00,2025-01-06T23:56:00+00:00,,Fully lost water
892a8d9ae07ffff,2025-01-08T23:57:12+00:00,,,Water pressure was reduced
892a8d9a433ffff,2025-01-08T23:57:37+00:00,2025-01-07T13:00:00+00:00,2025-01-08T21:45:00+00:00,Fully lost water
892a8d9a39bffff,2025-01-08T23:58:25+00:00,,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9a2a7ffff,2025-01-08T23:59:12+00:00,2025-01-06T20:30:00+00:00,,Fully lost water
892a8d9940bffff,2025-01-08T23:59:26+00:00,2025-01-06T23:58:00+00:00,,Water pressure was reduced
892a8d9a233ffff,2025-01-08T23:59:48+00:00,2025-01-06T20:40:00+00:00,2025-01-08T22:59:00+00:00,Fully lost water
892a8d9a22bffff,2025-01-09T00:01:05+00:00,2025-01-06T20:00:00+00:00,2025-01-09T00:00:00+00:00,Fully lost water
892aab6eb2fffff,2025-01-09T00:02:24+00:00,2025-01-09T00:01:00+00:00,,"Not at all, flow was normal"
892a8d9a22bffff,2025-01-09T00:03:21+00:00,2025-01-06T23:00:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d9a39bffff,2025-01-09T00:03:30+00:00,2025-01-06T21:30:00+00:00,2025-01-08T23:29:00+00:00,Fully lost water
892a8d9ae0bffff,2025-01-09T00:03:44+00:00,2025-01-07T00:02:00+00:00,,Down to just a trickle
892a8d9a39bffff,2025-01-09T00:04:16+00:00,2025-01-06T23:02:00+00:00,,Fully lost water
892a8d9a157ffff,2025-01-09T00:04:32+00:00,2025-01-06T21:00:00+00:00,,Fully lost water
892a8d9a347ffff,2025-01-09T00:04:36+00:00,2025-01-07T15:00:00+00:00,2025-01-09T22:00:00+00:00,Fully lost water
892a8d9a43bffff,2025-01-09T00:05:13+00:00,2025-01-06T23:00:00+00:00,,Fully lost water
892a8d9a223ffff,2025-01-09T00:06:22+00:00,2025-01-06T19:25:00+00:00,2025-01-08T23:30:00+00:00,Fully lost water
892a8d9a20fffff,2025-01-09T00:06:42+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d9a147ffff,2025-01-09T00:06:43+00:00,2025-01-07T00:05:00+00:00,,Fully lost water
892a8d9a257ffff,2025-01-09T00:06:49+00:00,2025-01-06T20:30:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9ac47ffff,2025-01-09T00:07:37+00:00,,,"Not at all, flow was normal"
892a8d9802fffff,2025-01-09T00:07:47+00:00,2025-01-06T23:00:00+00:00,,Fully lost water
892a8d9a227ffff,2025-01-09T00:08:26+00:00,2025-01-06T21:10:00+00:00,2025-01-08T21:15:00+00:00,Down to just a trickle
892a8d984d7ffff,2025-01-09T00:09:32+00:00,2025-01-06T19:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a377ffff,2025-01-09T00:12:12+00:00,2025-01-06T23:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9a27bffff,2025-01-09T00:12:22+00:00,2025-01-07T00:11:00+00:00,,Fully lost water
892a8d9a14fffff,2025-01-09T00:12:36+00:00,2025-01-06T22:00:00+00:00,,Fully lost water
892a8d98547ffff,2025-01-09T00:12:43+00:00,2025-01-06T19:00:00+00:00,2025-01-08T11:00:00+00:00,Fully lost water
892a8d9a20bffff,2025-01-09T00:12:50+00:00,2025-01-06T22:12:00+00:00,,Fully lost water
892a8d9a35bffff,2025-01-09T00:12:58+00:00,2025-01-06T20:30:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9b4afffff,2025-01-09T00:13:03+00:00,,,"Not at all, flow was normal"
892a8d9a29bffff,2025-01-09T00:13:19+00:00,2025-01-07T00:12:00+00:00,2025-01-12T00:12:00+00:00,Fully lost water
892a8d9aa5bffff,2025-01-09T00:13:51+00:00,2025-01-06T23:00:00+00:00,2025-01-08T13:00:00+00:00,Fully lost water
892a8d9a223ffff,2025-01-09T00:13:54+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892aab65927ffff,2025-01-09T00:13:56+00:00,2025-01-07T00:13:00+00:00,2025-01-08T19:13:00+00:00,Fully lost water
892a8d9a043ffff,2025-01-09T00:13:59+00:00,2025-01-06T21:30:00+00:00,,Fully lost water
892a8d9b603ffff,2025-01-09T00:15:45+00:00,,,"Not at all, flow was normal"
892a8d9a373ffff,2025-01-09T00:16:45+00:00,2025-01-06T23:00:00+00:00,2025-01-09T00:15:00+00:00,Fully lost water
892a8d9b52bffff,2025-01-09T00:16:54+00:00,2025-01-06T23:00:00+00:00,2025-01-08T11:00:00+00:00,Down to just a trickle
892a8d981b7ffff,2025-01-09T00:17:47+00:00,2025-01-07T00:17:00+00:00,2025-01-08T07:20:00+00:00,Fully lost water
892a8d9a30fffff,2025-01-09T00:18:59+00:00,2025-01-07T01:00:00+00:00,,Fully lost water
892a8d9b18bffff,2025-01-09T00:19:59+00:00,2025-01-06T22:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9a28bffff,2025-01-09T00:20:29+00:00,2025-01-06T21:22:00+00:00,,Fully lost water
892a8d9a29bffff,2025-01-09T00:21:34+00:00,2025-01-06T22:30:00+00:00,,Fully lost water
892a8d9a277ffff,2025-01-09T00:21:40+00:00,2025-01-07T00:21:00+00:00,,Fully lost water
892a8d9b50bffff,2025-01-09T00:21:44+00:00,2025-01-07T00:00:00+00:00,2025-01-07T06:30:00+00:00,Fully lost water
892a8d9a39bffff,2025-01-09T00:21:48+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d9a3dbffff,2025-01-09T00:22:56+00:00,2025-01-06T22:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d91273ffff,2025-01-09T00:24:15+00:00,2025-01-06T22:00:00+00:00,2025-01-08T22:23:00+00:00,Fully lost water
892a8d9a39bffff,2025-01-09T00:24:41+00:00,2025-01-06T19:30:00+00:00,,Fully lost water
892a8d9a237ffff,2025-01-09T00:25:40+00:00,2025-01-06T20:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a2abffff,2025-01-09T00:25:41+00:00,2025-01-06T21:30:00+00:00,,Fully lost water
892a8d990b3ffff,2025-01-09T00:25:47+00:00,,,"Not at all, flow was normal"
892a8d9a14fffff,2025-01-09T00:25:51+00:00,2025-01-06T11:00:00+00:00,,Fully lost water
892a8d9a273ffff,2025-01-09T00:26:36+00:00,2025-01-06T21:15:00+00:00,,Fully lost water
892a8d9a09bffff,2025-01-09T00:27:02+00:00,2025-01-07T00:26:00+00:00,2025-01-08T22:26:00+00:00,Fully lost water
892a8d985d7ffff,2025-01-09T00:27:27+00:00,2025-01-07T07:00:00+00:00,2025-01-08T14:00:00+00:00,Fully lost water
892a8d9b183ffff,2025-01-09T00:28:25+00:00,2025-01-07T12:00:00+00:00,2025-01-08T12:00:00+00:00,Fully lost water
892a8d995cbffff,2025-01-09T00:29:13+00:00,2025-01-06T20:30:00+00:00,2025-01-08T00:00:00+00:00,Down to just a trickle
892a8d9a44fffff,2025-01-09T00:32:19+00:00,2025-01-06T23:55:00+00:00,,Fully lost water
892a8d9a3a3ffff,2025-01-09T00:32:36+00:00,2025-01-07T00:32:00+00:00,2025-01-09T00:32:00+00:00,Fully lost water
892a8d91a4fffff,2025-01-09T00:34:11+00:00,2025-01-07T10:30:00+00:00,,Fully lost water
892a8d98507ffff,2025-01-09T00:34:11+00:00,2025-01-09T00:34:00+00:00,,Water pressure was reduced
892a8d9aeabffff,2025-01-09T00:34:24+00:00,2025-01-07T23:00:00+00:00,2025-01-08T11:00:00+00:00,Fully lost water
892a8d9a257ffff,2025-01-09T00:35:13+00:00,2025-01-06T19:30:00+00:00,,Fully lost water
892a8d9a3b7ffff,2025-01-09T00:35:28+00:00,2025-01-08T01:00:00+00:00,2025-01-09T14:00:00+00:00,Down to just a trickle
892a8d9a313ffff,2025-01-09T00:36:10+00:00,2025-01-06T21:03:00+00:00,,Fully lost water
892a8d9a42fffff,2025-01-09T00:37:56+00:00,2025-01-07T00:36:00+00:00,2025-01-09T00:36:00+00:00,Down to just a trickle
892a8d98533ffff,2025-01-09T00:39:02+00:00,2025-01-06T23:00:00+00:00,2025-01-08T00:38:00+00:00,Down to just a trickle
892a8d9a663ffff,2025-01-09T00:39:18+00:00,2025-01-06T20:30:00+00:00,,Fully lost water
892a8d9a59bffff,2025-01-09T00:39:47+00:00,2025-01-07T05:39:00+00:00,,Fully lost water
892a8d9a457ffff,2025-01-09T00:40:18+00:00,2025-01-07T03:30:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d9a21bffff,2025-01-09T00:40:38+00:00,2025-01-06T22:40:00+00:00,,Down to just a trickle
892aab65977ffff,2025-01-09T00:40:52+00:00,2025-01-07T01:30:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892aab65963ffff,2025-01-09T00:42:07+00:00,2025-01-07T03:00:00+00:00,2025-01-08T11:00:00+00:00,Fully lost water
892a8d9a157ffff,2025-01-09T00:44:17+00:00,2025-01-06T23:43:00+00:00,,Fully lost water
892a8d9850fffff,2025-01-09T00:44:38+00:00,,,Water pressure was reduced
892a8d99593ffff,2025-01-09T00:44:59+00:00,2025-01-06T22:30:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9ac8fffff,2025-01-09T00:46:00+00:00,2025-01-08T02:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9a143ffff,2025-01-09T00:46:18+00:00,2025-01-06T00:45:00+00:00,,Fully lost water
892a8d9a06fffff,2025-01-09T00:47:53+00:00,2025-01-06T05:45:00+00:00,2025-01-08T20:45:00+00:00,Fully lost water
892a8d9a2c3ffff,2025-01-09T00:49:06+00:00,2025-01-06T19:00:00+00:00,,Fully lost water
892a8d9a04fffff,2025-01-09T00:50:13+00:00,2025-01-06T21:45:00+00:00,2025-01-09T00:49:00+00:00,Fully lost water
892a8d9ae73ffff,2025-01-09T00:51:38+00:00,2025-01-07T10:00:00+00:00,2025-01-08T11:30:00+00:00,Down to just a trickle
892a8d9a26fffff,2025-01-09T00:53:31+00:00,2025-01-06T20:45:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a6b7ffff,2025-01-09T00:53:37+00:00,2025-01-06T22:00:00+00:00,,Fully lost water
892a8d9815bffff,2025-01-09T00:54:42+00:00,2025-01-06T19:15:00+00:00,2025-01-08T22:53:00+00:00,Fully lost water
892a8d981b3ffff,2025-01-09T00:55:36+00:00,2025-01-07T15:55:00+00:00,2025-01-08T12:55:00+00:00,Fully lost water
892a8d9a137ffff,2025-01-09T00:57:40+00:00,,,"Not at all, flow was normal"
892aab65967ffff,2025-01-09T00:59:05+00:00,2025-01-08T00:58:00+00:00,2025-01-08T22:58:00+00:00,Fully lost water
892a8d9ac43ffff,2025-01-09T00:59:07+00:00,,,Water pressure was reduced
892a8d9a167ffff,2025-01-09T00:59:21+00:00,2025-01-08T00:58:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9b577ffff,2025-01-09T00:59:43+00:00,2025-01-06T20:00:00+00:00,2025-01-08T18:00:00+00:00,Down to just a trickle
892a8d9a3d3ffff,2025-01-09T00:59:53+00:00,2025-01-06T22:00:00+00:00,,Fully lost water
892a8d9a043ffff,2025-01-09T01:00:36+00:00,2025-01-06T19:00:00+00:00,,Fully lost water
892a8d9ae9bffff,2025-01-09T01:01:28+00:00,,,"Not at all, flow was normal"
892a8d9aa0bffff,2025-01-09T01:02:02+00:00,2025-01-06T22:00:00+00:00,,Down to just a trickle
892a8d9a22bffff,2025-01-09T01:02:11+00:00,2025-01-06T21:00:00+00:00,2025-01-08T21:45:00+00:00,Fully lost water
892a8d9adc7ffff,2025-01-09T01:02:38+00:00,,,Water pressure was reduced
892a8d9a21bffff,2025-01-09T01:02:40+00:00,2025-01-06T21:01:00+00:00,2025-01-08T22:02:00+00:00,Fully lost water
892a8d9a20fffff,2025-01-09T01:02:50+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d9b537ffff,2025-01-09T01:04:39+00:00,2025-01-06T18:00:00+00:00,2025-01-08T21:00:00+00:00,Down to just a trickle
892aab6596fffff,2025-01-09T01:04:45+00:00,2025-01-06T20:04:00+00:00,2025-01-09T01:04:00+00:00,Fully lost water
892a8d91303ffff,2025-01-09T01:06:08+00:00,2025-01-06T13:00:00+00:00,,Down to just a trickle
892a8d9a343ffff,2025-01-09T01:06:53+00:00,2025-01-06T21:05:00+00:00,2025-01-08T22:06:00+00:00,Fully lost water
892a8d9a223ffff,2025-01-09T01:07:53+00:00,2025-01-07T01:07:00+00:00,2025-01-09T01:07:00+00:00,Fully lost water
892a8d9a067ffff,2025-01-09T01:08:04+00:00,2025-01-06T21:00:00+00:00,,Fully lost water
892a8d9a253ffff,2025-01-09T01:08:06+00:00,2025-01-07T00:07:00+00:00,,Fully lost water
892a8d9a23bffff,2025-01-09T01:09:20+00:00,2025-01-06T21:00:00+00:00,2025-01-09T00:08:00+00:00,Fully lost water
892a8d9a06fffff,2025-01-09T01:14:06+00:00,2025-01-06T21:16:00+00:00,,Fully lost water
892a8d9a217ffff,2025-01-09T01:14:20+00:00,2025-01-07T01:08:00+00:00,,Fully lost water
892a8d9a9b3ffff,2025-01-09T01:14:26+00:00,2025-01-07T16:07:00+00:00,,Fully lost water
892a8d9a667ffff,2025-01-09T01:14:54+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d9a377ffff,2025-01-09T01:15:17+00:00,2025-01-07T09:00:00+00:00,2025-01-09T00:45:00+00:00,Fully lost water
892a8d9a61bffff,2025-01-09T01:15:44+00:00,2025-01-06T20:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9a603ffff,2025-01-09T01:16:37+00:00,2025-01-06T21:00:00+00:00,,Fully lost water
892a8d9a23bffff,2025-01-09T01:17:46+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d985d7ffff,2025-01-09T01:18:22+00:00,2025-01-06T21:30:00+00:00,,Fully lost water
892a8d9b537ffff,2025-01-09T01:18:31+00:00,2025-01-06T20:15:00+00:00,,Fully lost water
892a8d9a6c3ffff,2025-01-09T01:19:27+00:00,2025-01-06T22:00:00+00:00,2025-01-08T17:00:00+00:00,Fully lost water
892a8d9134bffff,2025-01-09T01:20:30+00:00,2025-01-07T21:20:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d91267ffff,2025-01-09T01:21:33+00:00,2025-01-06T22:00:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d980bbffff,2025-01-09T01:22:04+00:00,2025-01-06T22:30:00+00:00,2025-01-08T19:30:00+00:00,Fully lost water
892aab6586fffff,2025-01-09T01:24:01+00:00,,,"Not at all, flow was normal"
892a8d9a147ffff,2025-01-09T01:24:43+00:00,2025-01-06T20:00:00+00:00,2025-01-08T21:24:00+00:00,Fully lost water
892a8d9ac0fffff,2025-01-09T01:26:51+00:00,,,"Not at all, flow was normal"
892a8d9a22bffff,2025-01-09T01:27:49+00:00,2025-01-06T20:45:00+00:00,2025-01-09T01:26:00+00:00,Fully lost water
892a8d99053ffff,2025-01-09T01:29:07+00:00,,,"Not at all, flow was normal"
892a8d9ac47ffff,2025-01-09T01:31:40+00:00,2025-01-08T01:30:00+00:00,2025-01-09T01:30:00+00:00,Water pressure was reduced
892aab64c2bffff,2025-01-09T01:32:26+00:00,2025-01-08T01:32:00+00:00,,Down to just a trickle
892a8d98237ffff,2025-01-09T01:33:11+00:00,2025-01-06T21:30:00+00:00,2025-01-08T02:30:00+00:00,Fully lost water
892a8d9a2dbffff,2025-01-09T01:33:26+00:00,2025-01-06T20:15:00+00:00,,Fully lost water
892a8d9acabffff,2025-01-09T01:34:57+00:00,2025-01-07T01:34:00+00:00,2025-01-09T01:34:00+00:00,Water pressure was reduced
892a8d9b56fffff,2025-01-09T01:34:59+00:00,2025-01-07T01:34:00+00:00,2025-01-08T09:34:00+00:00,Fully lost water
892a8d9a41bffff,2025-01-09T01:38:20+00:00,2025-01-06T23:30:00+00:00,,Fully lost water
892a8d9a38bffff,2025-01-09T01:39:34+00:00,2025-01-06T22:30:00+00:00,,Fully lost water
892a8d9ae73ffff,2025-01-09T01:40:19+00:00,,,Down to just a trickle
892a8d99013ffff,2025-01-09T01:40:28+00:00,,,"Not at all, flow was normal"
892a8d9a0b7ffff,2025-01-09T01:41:42+00:00,,,Water pressure was reduced
892a8d985d7ffff,2025-01-09T01:42:56+00:00,2025-01-07T02:00:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d9806bffff,2025-01-09T01:43:52+00:00,,,Down to just a trickle
892a8d9a377ffff,2025-01-09T01:43:53+00:00,2025-01-07T00:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9a343ffff,2025-01-09T01:46:06+00:00,2025-01-06T20:00:00+00:00,2025-01-08T20:45:00+00:00,Fully lost water
892a8d983cfffff,2025-01-09T01:47:00+00:00,2025-01-06T18:00:00+00:00,2025-01-09T00:30:00+00:00,Down to just a trickle
892a8d9a147ffff,2025-01-09T01:47:42+00:00,2025-01-07T17:00:00+00:00,,Fully lost water
892a8d981bbffff,2025-01-09T01:49:19+00:00,2025-01-07T04:48:00+00:00,2025-01-08T13:49:00+00:00,Fully lost water
892a8d9b033ffff,2025-01-09T01:51:07+00:00,2025-01-07T01:49:00+00:00,2025-01-09T01:49:00+00:00,Fully lost water
892a8d98eb3ffff,2025-01-09T01:52:22+00:00,2025-01-07T01:51:00+00:00,,Fully lost water
892a8d9a23bffff,2025-01-09T01:52:54+00:00,2025-01-06T21:00:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9accfffff,2025-01-09T01:53:13+00:00,2025-01-07T01:51:00+00:00,2025-01-09T01:52:00+00:00,Water pressure was reduced
892a8d9a247ffff,2025-01-09T01:54:16+00:00,2025-01-06T19:43:00+00:00,,Fully lost water
892a8d9a203ffff,2025-01-09T01:56:01+00:00,2025-01-06T23:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d91477ffff,2025-01-09T01:59:36+00:00,2025-01-07T13:00:00+00:00,,Fully lost water
892a8d9a31bffff,2025-01-09T02:00:08+00:00,2025-01-06T17:00:00+00:00,,Fully lost water
